time_sec,throttle,altitude,rpm,cht,egt,egt_1,egt_2,egt_3,egt_4,oil_pressure,oil_temp,fuel_flow,battery_voltage,vibration_index,engine_load
217.0,0.9,0,5140.0,209.98,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
218.0,0.9,0,5140.0,209.98,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
219.0,0.9,0,5140.0,209.98,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
220.0,0.9,0,5140.0,209.98,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
221.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
222.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
223.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
224.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
225.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
226.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
227.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
228.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
229.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
230.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
231.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
232.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
233.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
234.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
235.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
236.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
237.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
238.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
239.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
240.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
241.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
242.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
243.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
244.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
245.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
246.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
247.0,0.9,0,5140.0,209.99,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
248.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
249.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
250.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
251.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
252.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
253.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
254.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
255.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
256.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
257.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
258.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
259.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
260.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
261.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
262.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
263.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
264.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
265.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
266.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
267.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
268.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
269.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
270.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
271.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
272.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
273.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
274.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
275.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
276.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
277.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
278.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
279.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
280.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
281.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
282.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
283.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
284.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
285.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
286.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
287.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
288.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
289.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
290.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
291.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
292.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
293.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
294.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
295.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
296.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
297.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
298.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
299.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
300.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
301.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
302.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
303.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
304.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
305.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
306.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
307.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
308.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
309.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
310.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
311.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
312.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
313.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
314.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
315.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
316.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
317.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
318.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
319.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
320.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
321.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
322.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
323.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
324.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
325.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
326.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
327.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
328.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
329.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
330.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
331.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
332.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
333.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
334.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
335.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
336.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
337.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
338.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
339.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
340.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
341.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
342.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
343.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
344.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
345.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
346.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
347.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
348.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
349.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
350.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
351.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
352.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
353.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
354.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
355.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
356.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
357.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
358.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
359.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
360.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
361.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
362.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
363.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
364.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
365.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
366.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
367.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
368.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
369.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
370.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
371.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
372.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
373.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
374.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
375.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
376.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
377.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
378.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
379.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
380.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
381.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
382.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
383.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
384.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
385.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
386.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
387.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
388.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
389.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
390.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
391.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
392.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
393.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
394.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
395.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
396.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
397.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
398.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
399.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
400.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
401.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
402.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
403.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
404.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
405.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
406.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
407.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
408.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
409.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
410.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
411.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
412.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
413.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
414.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
415.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
416.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
417.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
418.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
419.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
420.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
421.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
422.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
423.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
424.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
425.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
426.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
427.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
428.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
429.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
430.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
431.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
432.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
433.0,0.9,0,5140.0,210.0,806.0,806.0,806.0,806.0,806.0,86.0,119.0,32.2,14.02,0.048,0.8411
